Время,Время моделирования,Стац - текущая реология
0,627500,10.9104
0,628000,2.98107
0,628500,3.92174
0,629000,14.4913
0,629500,20.1483
0,630000,-7.37986
0,630500,-5.73125
0,631000,8.12023
0,631500,8.01349
0,632000,11.2071
0,632500,-10.406
0,633000,2.34447
0,633500,-1.146
0,634000,10.9673
0,634500,2.70797
0,635000,-3.53262
0,635500,2.56445
0,636000,-9.66368
0,636500,-0.227795
0,637000,9.74233
0,637500,12.9699
0,638000,-3.96225
0,638500,1.04139
0,639000,6.78358
0,639500,-0.654752
0,640000,6.42324
0,640500,-0.91764
0,641000,6.07237
0,641500,-5.99368
0,642000,9.06266
0,642500,-8.77124
0,643000,8.26548
0,643500,-3.2111
0,644000,2.27314
0,644500,-7.98278
0,645000,0.547169
0,645500,-5.10026
0,646000,-13.6765
0,646500,-7.24689
0,647000,1.06667
0,647500,-1.37526
0,648000,-0.124232
